qsrank	schoolname	qsstars	overall	academic	employer	faculty	international	internationalstudents	citations	arts	engineering	life	natural	social
685	Universidad Simón Bolívar Venezuela		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
686	Universidade Federal de Santa Catarina		0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.10	0.00	0.00	0.00	0.00
687	Universidade Federal do Paraná (UFPR)		0.00	0.00	0.00	51.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
688	Universidade Federal Fluminense		0.00	0.00	0.00	54.30	0.00	0.00	0.00	40.00	0.00	0.00	0.00	0.00
689	University of Modena		0.00	0.00	0.00	0.00	0.00	0.00	42.40	0.00	0.00	0.00	0.00	0.00
690	Université Lumière Lyon 2		0.00	0.00	0.00	0.00	29.00	46.70	0.00	0.00	0.00	0.00	0.00	0.00
691	Université Toulouse 1, Capitole		0.00	0.00	0.00	0.00	58.80	57.40	0.00	0.00	0.00	0.00	0.00	0.00
692	University of Denver		0.00	0.00	0.00	48.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
693	University of Economics Prague 		0.00	0.00	60.30	0.00	100.00	54.80	0.00	0.00	0.00	0.00	0.00	0.00
694	University of Hertfordshire		0.00	0.00	0.00	0.00	39.90	88.80	0.00	0.00	0.00	0.00	0.00	0.00
695	University of Plymouth		0.00	0.00	0.00	0.00	42.70	38.20	0.00	38.30	0.00	0.00	0.00	0.00
696	University of Salford		0.00	0.00	0.00	0.00	33.80	82.70	0.00	0.00	0.00	0.00	0.00	0.00
697	University of Science and Technology Beijing		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.60	0.00
698	University of Western Sydney 		0.00	0.00	0.00	0.00	0.00	30.40	0.00	48.70	0.00	0.00	0.00	53.60
699	Yamaguchi University 		0.00	0.00	0.00	72.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
700	Yokohama National University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
701	Airlangga University	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
702	Alexandria University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.50	0.00	0.00	0.00
703	Alexandru Ioan Cuza University		0.00	0.00	0.00	0.00	32.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00
704	Alpen-Adria-Universität Klagenfurt 		0.00	0.00	0.00	0.00	69.40	49.10	0.00	0.00	0.00	0.00	0.00	0.00
705	Aoyama Gakuin University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
706	Athens University of Economy And Business		0.00	0.00	55.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.40
707	Auburn University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
708	Babes-Bolyai University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
709	Baku State University		0.00	0.00	0.00	43.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
710	Baylor University		0.00	0.00	0.00	0.00	0.00	0.00	31.70	0.00	0.00	0.00	0.00	0.00
711	Belarusian National Technical University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
712	Benemérita Universidad Autónoma de Puebla		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
713	Binghamton University SUNY		0.00	0.00	0.00	0.00	0.00	46.20	0.00	38.50	0.00	0.00	0.00	0.00
714	Bogor Agricultural University	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
715	Brigham Young University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	40.20	0.00	0.00	0.00	0.00
716	Clemson University		0.00	0.00	0.00	0.00	0.00	0.00	33.60	0.00	0.00	0.00	0.00	0.00
717	Coventry University		0.00	0.00	0.00	0.00	41.60	96.70	0.00	0.00	0.00	0.00	0.00	0.00
718	Cukurova University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
719	Diponegoro University	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
720	Donetsk National University		0.00	0.00	0.00	49.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
721	Doshisha University		0.00	0.00	0.00	0.00	23.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00
722	E.A.Buketov Karaganda State University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
723	Far Eastern Federal University		0.00	0.00	0.00	50.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
724	Fordham University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	42.60	0.00	0.00	0.00	0.00
725	Fu Jen Catholic University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
726	Georgia State University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	42.50	0.00	0.00	0.00	59.10
727	Kagoshima University		0.00	0.00	0.00	50.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
728	Kaunas University of Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
729	Kazakh Ablai khan University of International Relations and World Languages		0.00	0.00	0.00	47.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
730	Kazakh National Pedagogical University Abai		0.00	0.00	0.00	53.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
731	Kazakh National Technical University 		0.00	0.00	0.00	58.40	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
732	Khon Kaen University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
733	King Faisal University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
734	King Mongkut's University of Technology Thonburi 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.50	0.00	0.00	0.00
735	Kuwait University		0.00	0.00	0.00	0.00	66.80	37.20	0.00	0.00	0.00	0.00	0.00	0.00
736	Lodz University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
737	Manchester Metropolitan University		0.00	0.00	0.00	0.00	38.70	48.60	0.00	40.30	0.00	0.00	0.00	0.00
738	Marquette University		0.00	0.00	0.00	48.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
739	Miami University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.90	0.00	0.00	0.00	0.00
740	Lobachevsky State University of Nizhni Novgorod	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
741	National Technical University "Kharkiv Polytechnic Institute"		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
742	Nicolaus Copernicus University 		0.00	0.00	0.00	50.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
743	Northumbria University at Newcastle		0.00	0.00	45.70	0.00	35.10	56.00	0.00	42.60	0.00	0.00	0.00	0.00
744	Nottingham Trent University		0.00	0.00	0.00	0.00	33.80	59.70	0.00	0.00	0.00	0.00	0.00	0.00
745	Ochanomizu University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
746	Ohio University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
747	Plekhanov Russian University of Economics		0.00	0.00	0.00	46.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
748	Pontificia Universidad Catolica del Ecuador		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
749	Prince of Songkla University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
750	Ryerson University		0.00	0.00	0.00	0.00	0.00	0.00	38.90	0.00	0.00	0.00	0.00	0.00
751	S.Seifullin Kazakh Agro Technical University		0.00	0.00	0.00	41.80	0.00	94.20	0.00	0.00	0.00	0.00	0.00	0.00
752	Saitama University		0.00	0.00	0.00	0.00	0.00	0.00	33.90	0.00	0.00	0.00	0.00	0.00
753	Sepuluh Nopember Institute of Technology	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
754	Shinshu University 		0.00	0.00	0.00	0.00	0.00	0.00	34.30	0.00	0.00	0.00	0.00	0.00
755	Stevens Institute of Technology		0.00	0.00	0.00	0.00	0.00	87.70	0.00	0.00	0.00	0.00	0.00	0.00
756	The Robert Gordon University		0.00	0.00	0.00	0.00	47.10	80.70	0.00	0.00	0.00	0.00	0.00	0.00
757	Tokai University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
758	Universidad ANAHUAC		0.00	0.00	0.00	42.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
759	Universidad Austral de Chile		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
760	University Autónoma de Nuevo León (UANL)	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
761	Universidad de la Habana		0.00	33.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
762	Universidad de La Sabana		0.00	0.00	50.50	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
763	Universidad de las Américas Puebla (UDLAP)		0.00	0.00	0.00	0.00	41.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00
764	Universidad de los Andes Mérida		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
765	University of Murcia		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
766	Universidad de Puerto Rico		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
767	Universidad de San Francisco de Quito	3	0.00	0.00	0.00	0.00	49.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00
768	Universidad de Talca		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
769	Universidad del Norte		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
770	Universidad del Rosario		0.00	0.00	52.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
771	Universidad del Valle		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
772	Universidad Industrial de Santander		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
773	Universidad Nacional de Cuyo		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
774	Universidad Nacional de Rosario		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
775	Universidad Nacional de Tucumán		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
776	Universidad Nacional del Sur		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
777	Universidad Nacional Mayor de San Marcos		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
778	Universidad Técnica Federico Santa María		0.00	0.00	41.70	0.00	0.00	0.00	0.00	0.00	59.90	0.00	0.00	0.00
779	Universidad Tecnológica Nacional (UTN)		0.00	0.00	52.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
780	Universidade do Estado do Rio de Janeiro (UERJ)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
781	Universidade Estadual de Londrina (UEL)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
782	Universidade Federal de Santa Maria		0.00	0.00	0.00	50.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
783	Universidade Federal do Ceará (UFC)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
784	Universidade Federal do Pernambuco		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
785	Università  Ca' Foscari Venezia 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.00
786	Catania University		0.00	0.00	0.00	0.00	0.00	0.00	30.20	0.00	0.00	0.00	58.60	0.00
787	Università degli Studi Roma Tre		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
788	Université Charles-de-Gaulle Lille 3		0.00	0.00	0.00	0.00	59.10	0.00	0.00	46.60	0.00	0.00	0.00	0.00
789	Université de Caen Basse-Normandie		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
790	Université de Cergy-Pontoise		0.00	0.00	0.00	0.00	31.40	41.70	0.00	0.00	0.00	0.00	0.00	0.00
791	Université de Poitiers		0.00	0.00	0.00	0.00	0.00	49.00	0.00	0.00	0.00	0.00	0.00	0.00
792	Université Jean Moulin Lyon 3		0.00	0.00	0.00	0.00	29.40	52.40	0.00	0.00	0.00	0.00	0.00	0.00
793	Université Lille 2 Droit et Santé		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	53.80	0.00	0.00
794	Université Paris Ouest Nanterre La Défense		0.00	0.00	0.00	0.00	30.40	56.00	0.00	57.60	0.00	0.00	0.00	0.00
795	Université Paul-Valéry Montpellier 3		0.00	0.00	0.00	0.00	31.30	41.80	0.00	0.00	0.00	0.00	0.00	0.00
796	Université Pierre Mendès France - Grenoble 2		0.00	0.00	0.00	0.00	0.00	46.00	0.00	0.00	0.00	0.00	0.00	0.00
797	Université Stendhal Grenoble 3		0.00	0.00	0.00	0.00	41.50	63.60	0.00	0.00	0.00	0.00	0.00	0.00
798	Université Toulouse II, Le Mirail		0.00	0.00	0.00	0.00	0.00	66.70	0.00	46.50	0.00	0.00	0.00	0.00
799	Universiti Teknologi MARA - UiTM		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
800	University of Arkansas		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
801	University of Baghdad		0.00	0.00	0.00	61.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
802	University of Bahrain		0.00	0.00	45.00	0.00	97.10	32.70	0.00	0.00	0.00	0.00	0.00	0.00
803	University of Bari		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
804	University of Belgrade		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
805	University of Brawijaya 	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
806	University of Brescia		0.00	0.00	0.00	0.00	0.00	0.00	30.90	0.00	0.00	53.40	0.00	0.00
807	University of Bucharest		0.00	0.00	48.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
808	University of Calcutta		0.00	0.00	39.80	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	54.40
809	University of Central Lancashire	4	0.00	0.00	0.00	0.00	33.20	71.80	0.00	0.00	0.00	0.00	0.00	0.00
810	University of Colombo		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
811	University of Dhaka		0.00	0.00	51.70	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
812	University of East London		0.00	0.00	0.00	0.00	82.60	98.10	0.00	0.00	0.00	0.00	0.00	0.00
813	University of Engineering & Technology (UET) Lahore		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
814	University of Greenwich		0.00	0.00	0.00	0.00	74.20	96.10	0.00	0.00	0.00	0.00	0.00	0.00
815	University of Jordan	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
816	University of Karachi		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
817	University of Lahore		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
818	University of Latvia		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
819	University of New England 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	41.00	0.00	0.00	0.00	0.00
820	University of Pune		0.00	0.00	42.60	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
821	University of San Diego		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
822	University of San Francisco		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
823	University of Santo Tomas		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
824	University of Southern Queensland 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
825	University of the Pacific		0.00	0.00	0.00	49.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
826	University of Tulsa		0.00	0.00	0.00	45.40	0.00	80.00	0.00	0.00	0.00	0.00	0.00	0.00
827	University of Windsor		0.00	0.00	0.00	0.00	0.00	39.60	44.60	0.00	0.00	0.00	0.00	0.00
828	University of Wroclaw		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
829	Verona University		0.00	0.00	0.00	0.00	0.00	0.00	37.50	0.00	0.00	59.70	0.00	0.00
830	Victoria University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
831	Vilnius Gediminas Technical University	3	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
832	Voronezh State University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
833	Vytautas Magnus University	2	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
834	West University of Timisoara		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
835	Baylor College of Medicine		0.00	0.00	0.00	100.00	0.00	67.30	87.60	0.00	0.00	80.00	0.00	0.00
836	BI Norwegian Business School		0.00	0.00	45.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.90
837	China Medical University Taichung		0.00	0.00	0.00	54.90	0.00	0.00	59.20	0.00	0.00	54.60	0.00	0.00
838	Copenhagen Business School		0.00	0.00	85.70	86.40	0.00	42.30	0.00	0.00	0.00	0.00	0.00	76.00
839	Cranfield University		0.00	0.00	60.90	99.80	90.70	100.00	0.00	0.00	68.10	0.00	0.00	59.40
840	ESADE Business School		0.00	0.00	90.60	87.70	0.00	45.50	0.00	0.00	0.00	0.00	0.00	0.00
841	ESCP Europe - Paris		0.00	0.00	92.90	0.00	100.00	99.80	0.00	0.00	0.00	0.00	0.00	0.00
842	ESSEC Business School, Paris		0.00	0.00	98.00	0.00	53.80	79.70	0.00	0.00	0.00	0.00	0.00	0.00
843	EBS Business School		0.00	0.00	58.00	0.00	0.00	62.80	0.00	0.00	0.00	0.00	0.00	0.00
844	Gwangju Institute of Science and Technology (GIST)		0.00	0.00	0.00	59.30	0.00	0.00	100.00	0.00	0.00	0.00	0.00	0.00
845	HEC Paris		0.00	0.00	99.70	0.00	100.00	99.10	0.00	0.00	0.00	0.00	0.00	74.50
846	Hitotsubashi University		0.00	0.00	64.80	0.00	0.00	31.70	0.00	0.00	0.00	0.00	0.00	61.00
847	Indian Institute of Science		0.00	52.70	47.90	60.90	0.00	0.00	98.70	0.00	71.10	0.00	72.10	0.00
848	INSEAD (France)		0.00	33.00	100.00	48.70	0.00	0.00	31.20	0.00	0.00	0.00	0.00	82.60
849	Jawaharlal Nehru University		0.00	42.50	41.70	97.90	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.90
850	Karolinska Institute		0.00	59.30	42.40	100.00	66.50	42.90	100.00	0.00	0.00	88.00	0.00	0.00
851	King Abdullah University of Science & Technology		0.00	33.40	0.00	66.40	0.00	100.00	88.50	0.00	63.40	0.00	57.70	0.00
852	Lahore University of Management Sciences (LUMS)		0.00	0.00	56.30	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
853	London Business School		0.00	47.40	100.00	0.00	100.00	100.00	58.10	0.00	0.00	0.00	0.00	85.20
854	London School of Hygiene & Tropical Medicine		0.00	0.00	0.00	100.00	95.60	100.00	99.80	0.00	0.00	70.60	0.00	0.00
855	Quaid-i-azam University		0.00	0.00	0.00	0.00	0.00	0.00	38.70	0.00	0.00	0.00	0.00	0.00
856	Rockefeller University		0.00	0.00	0.00	100.00	51.50	98.10	100.00	0.00	0.00	79.20	0.00	0.00
857	Stockholm School of Economics		0.00	0.00	86.50	0.00	87.30	49.00	54.00	0.00	0.00	0.00	0.00	70.80
859	Université de Technologie de Compiègne (UTC)		0.00	0.00	45.70	0.00	0.00	51.30	0.00	0.00	61.60	0.00	0.00	0.00
860	University of California, San Francisco		0.00	73.20	0.00	99.90	0.00	0.00	100.00	50.80	56.90	89.90	62.40	53.10
861	Weizmann Institute of Science		0.00	39.90	0.00	99.20	87.90	34.50	100.00	0.00	59.60	64.30	72.10	0.00
862	WHU – Otto Beisheim School of Management		0.00	0.00	64.00	74.60	82.60	0.00	0.00	0.00	0.00	0.00	0.00	55.40
9 999	East China University of Science and Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.00	0.00	61.50	0.00
9 999	Universität Potsdam		0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.40	0.00	0.00	60.30	0.00
9 999	University of Alabama, Birmingham 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	62.90	0.00	0.00
9 999	Mayo Medical School		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	72.40	0.00	0.00
9 999	University of South Africa		0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.40	0.00	0.00	0.00	0.00
9 999	Graz University of Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65.80	0.00	62.30	0.00
9 999	University of Massachusetts Medical School - Worcester 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	71.40	0.00	0.00
9 999	Medical University of Vienna		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.00	0.00	0.00
9 999	University of Maryland, Baltimore County		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	65.60	0.00	0.00
9 999	Mount Sinai School of Medicine		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	64.80	0.00	0.00
9 999	Chongqing University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.40	0.00	0.00	0.00
9 999	Budapest University of Technology and Economics		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	61.90	0.00	0.00	0.00
9 999	Institut National des Sciences Appliquées de Lyon (INSA)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.20	0.00	0.00	0.00
9 999	Universidad Diego Portales		0.00	0.00	0.00	0.00	0.00	0.00	0.00	44.40	0.00	0.00	0.00	0.00
9 999	Lanzhou University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.00	0.00
9 999	Scuola Superiore Sant'Anna Pisa		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	58.80	0.00	0.00	0.00
9 999	The University of Texas M. D. Anderson Cancer Center 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	76.20	0.00	0.00
9 999	Medical University of Graz		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.30	0.00	0.00
9 999	Ecole Centrale de Lyon		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.00	0.00	0.00	0.00
9 999	Lulea University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.20	0.00	0.00	0.00
9 999	South China University of Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.60	0.00	0.00	0.00
9 999	China Agricultural University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	51.90	0.00	0.00
9 999	Dalian University of Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	63.70	0.00	60.10	0.00
9 999	Grenoble INP, Grenoble Institute of Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	70.10	0.00	0.00	0.00
9 999	Ecole Centrale de Paris		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	68.50	0.00	0.00	0.00
9 999	Université Sorbonne Nouvelle Paris 3		0.00	0.00	0.00	0.00	0.00	0.00	0.00	52.80	0.00	0.00	0.00	0.00
9 999	East China Normal University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	46.30	0.00	0.00	0.00	0.00
9 999	WU (Vienna University of Economics and Business)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	66.40
9 999	Universidade Técnica de Lisboa		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.30	0.00	0.00	54.50
9 999	Università   Bocconi		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	79.60
9 999	Swedish University of Agricultural Sciences 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	59.30	0.00	0.00
9 999	Fundação Getulio Vargas		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.90
9 999	Central European University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.70
9 999	University of Portsmouth		0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.30	0.00	0.00	0.00	0.00
9 999	The Open University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	43.00	0.00	0.00	0.00	58.40
9 999	Academy of Sciences of the Czech Republic		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	57.60	56.50	66.60	0.00
9 999	Université Bordeaux 2, Victor Segalen		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.80	0.00	0.00
9 999	Sichuan University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.50	61.10	0.00
9 999	Semmelweis University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	55.40	0.00	0.00
9 999	Beijing University of Chemical Technology		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	60.20	0.00
9 999	Singapore Management University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	67.70
9 999	Universita' degli Studi di Ferrara		0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.40	0.00	0.00	0.00	0.00
9 999	Beijing Jiaotong University		0.00	0.00	0.00	0.00	0.00	0.00	0.00	39.20	58.20	0.00	0.00	0.00
9 999	Hunan University 		0.00	0.00	0.00	0.00	0.00	0.00	0.00	38.70	0.00	0.00	0.00	0.00
9 999	The School of Pharmacy, University of London (LSOP)		0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	52.10	0.00	0.00
